	Lat	Lon	ps (cm)
	26.0	97.5	0.17528619528619532
	26.0	97.75	0.16619528619528628
	26.0	98.0	0.16619528619528628
	26.0	98.25	0.1708316498316498
	26.0	98.5	0.22192929292929298
	26.0	98.75	0.18759932659932654
	26.0	99.0	0.299936026936027
	26.0	99.25	0.28398989898989874
	26.0	99.5	0.23674747474747468
	26.0	99.75	0.22477777777777755
	26.0	100.0	0.18528956228956248
	26.0	100.25	0.16886195286195296
	26.0	100.5	0.18397306397306393
	26.0	100.75	0.21788888888888833
	26.0	101.0	0.316666666666667
	26.0	101.25	0.37941750841750843
	26.0	101.5	0.3588013468013464
	26.0	101.75	0.35989898989898994
	26.0	102.0	0.3089057239057238
	26.0	102.25	0.36221885521885505
	26.0	102.5	0.3344579124579123
	26.0	102.75	0.28820202020201974
	26.0	103.0	0.28313131313131285
	26.0	103.25	0.2308518518518517
	26.0	103.5	0.17911447811447787
	26.0	103.75	0.15002020202020205
	26.0	104.0	0.12351515151515126
	26.0	104.25	0.12351515151515126
	26.0	104.5	0.09138047138047146
	26.0	104.75	0.072043771043771
	26.0	105.0	0.0448754208754209
	26.25	75.0	2.7929023569023568
	26.25	75.25	2.6488282828282874
	26.25	75.5	2.7168922558922586
	26.25	75.75	3.289333333333332
	26.25	76.0	4.064629629629628
	26.25	76.25	4.420040404040397
	26.25	76.5	4.196952861952856
	26.25	76.75	3.698905723905723
	26.25	77.0	3.012925925925923
	26.25	77.25	2.5192727272727313
	26.25	77.5	2.0916127946127934
	26.25	77.75	1.750003367003373
	26.25	78.0	1.3877407407407392
	26.25	78.25	1.1061111111111097
	26.25	78.5	0.9862121212121222
	26.25	78.75	0.9446936026936043
	26.25	79.0	0.9446936026936043
	26.25	79.25	0.6793164983164979
	26.25	79.5	0.821636363636364
	26.25	79.75	1.518569023569025
	26.25	80.0	2.6555218855218903
	26.25	80.25	4.136710437710432
	26.25	80.5	5.726676767676765
	26.25	80.75	7.035929292929316
	26.25	81.0	8.059929292929315
	26.25	81.25	8.33158585858585
	26.25	81.5	7.728582491582512
	26.25	81.75	6.992505050505065
	26.25	82.0	6.459909090909122
	26.25	82.25	6.1917441077441016
	26.25	82.5	6.67528956228959
	26.25	82.75	8.1469191919192
	26.25	83.0	9.97613468013468
	26.25	83.25	12.047114478114498
	26.25	83.5	14.455925925925936
	26.25	83.75	16.27932659932662
	26.25	84.0	16.59441750841753
	26.25	84.25	15.281414141414128
	26.25	84.5	12.870003367003353
	26.25	84.75	9.86719528619529
	26.25	85.0	7.757225589225568
	26.25	85.25	6.7533703703703685
	26.25	85.5	6.7533703703703685
	26.25	85.75	6.673646464646456
	26.25	86.0	8.015686868686839
	26.25	86.25	8.03021212121216
	26.25	86.5	7.046026936026956
	26.25	86.75	6.550424242424223
	26.25	87.0	6.4162323232322915
	26.25	87.25	5.652545454545467
	26.25	87.5	4.327969696969685
	26.25	87.75	3.4147003367003337
	26.25	88.0	3.7852255892255675
	26.25	88.25	4.756683501683482
	26.25	88.5	5.733703703703701
	26.25	88.75	7.236427609427617
	26.25	89.0	8.595181818181828
	26.25	89.25	10.052063973064012
	26.25	89.5	11.29775757575757
	26.25	89.75	11.146289562289569
	26.25	90.0	8.997010101010098
	26.25	90.25	6.698929292929302
	26.25	90.5	5.04299326599328
	26.25	90.75	3.2367306397306312
	26.25	91.0	2.2613333333333285
	26.25	91.25	1.9036936026936058
	26.25	91.5	1.5400370370370404
	26.25	91.75	1.5400370370370404
	26.25	92.0	1.1407946127946136
	26.25	92.25	0.8473063973063986
	26.25	92.5	1.0165084175084187
	26.25	92.75	2.2900336700336728
	26.25	93.0	5.431164983164977
	26.25	93.25	7.930841750841735
	26.25	93.5	7.764865319865346
	26.25	93.75	5.061316498316503
	26.25	94.0	2.5397138047138106
	26.25	94.25	1.3005555555555555
	26.25	94.5	0.9213063973063984
	26.25	94.75	0.6977239057239072
	26.25	95.0	0.4627979797979813
	26.25	95.25	0.36869360269360185
	26.25	95.5	0.3262861952861957
	26.25	95.75	0.24929292929292948
	26.25	96.0	0.21731649831649802
	26.25	96.25	0.17304377104377103
	26.25	96.5	0.13615488215488242
	26.25	96.75	0.09276430976430963
	26.25	97.0	0.07087205387205385
	26.25	97.25	0.08412794612794615
	26.25	97.5	0.08487542087542085
	26.25	97.75	0.11250505050505062
	26.25	98.0	0.11250505050505062
	26.25	98.25	0.14792255892255887
	26.25	98.5	0.1762693602693605
	26.25	98.75	0.1639595959595959
	26.25	99.0	0.2678080808080806
	26.25	99.25	0.22484511784511801
	26.25	99.5	0.1865723905723907
	26.25	99.75	0.14384848484848495
	26.25	100.0	0.1171717171717172
	26.25	100.25	0.12647138047138048
	26.25	100.5	0.12633333333333333
	26.25	100.75	0.15706734006734008
	26.25	101.0	0.17655555555555566
	26.25	101.25	0.24487205387205402
	26.25	101.5	0.2197340067340066
	26.25	101.75	0.21027946127946132
	26.25	102.0	0.2430168350168349
	26.25	102.25	0.2239191919191919
	26.25	102.5	0.2758518518518519
	26.25	102.75	0.28764309764309776
	26.25	103.0	0.33233670033670043
	26.25	103.25	0.2557676767676762
	26.25	103.5	0.2707710437710438
	26.25	103.75	0.21520202020202014
	26.25	104.0	0.15576094276094282
	26.25	104.25	0.15576094276094282
	26.25	104.5	0.09570033670033663
	26.25	104.75	0.07024579124579121
	26.25	105.0	0.04057239057239054
	26.5	75.0	2.7929023569023568
	26.5	75.25	2.6488282828282874
	26.5	75.5	2.7168922558922586
	26.5	75.75	3.289333333333332
	26.5	76.0	4.064629629629628
	26.5	76.25	4.420040404040397
	26.5	76.5	4.196952861952856
	26.5	76.75	3.698905723905723
	26.5	77.0	3.012925925925923
	26.5	77.25	2.5192727272727313
	26.5	77.5	2.0916127946127934
	26.5	77.75	1.750003367003373
	26.5	78.0	1.3877407407407392
	26.5	78.25	1.1061111111111097
	26.5	78.5	0.9862121212121222
	26.5	78.75	0.9446936026936043
	26.5	79.0	0.9446936026936043
	26.5	79.25	0.6793164983164979
	26.5	79.5	0.821636363636364
	26.5	79.75	1.518569023569025
	26.5	80.0	2.6555218855218903
	26.5	80.25	4.136710437710432
	26.5	80.5	5.726676767676765
	26.5	80.75	7.035929292929316
	26.5	81.0	8.059929292929315
	26.5	81.25	8.33158585858585
	26.5	81.5	7.728582491582512
	26.5	81.75	6.992505050505065
	26.5	82.0	6.459909090909122
	26.5	82.25	6.1917441077441016
	26.5	82.5	6.67528956228959
	26.5	82.75	8.1469191919192
	26.5	83.0	9.97613468013468
	26.5	83.25	12.047114478114498
	26.5	83.5	14.455925925925936
	26.5	83.75	16.27932659932662
	26.5	84.0	16.59441750841753
	26.5	84.25	15.281414141414128
	26.5	84.5	12.870003367003353
	26.5	84.75	9.86719528619529
	26.5	85.0	7.757225589225568
	26.5	85.25	6.7533703703703685
	26.5	85.5	6.7533703703703685
	26.5	85.75	6.673646464646456
	26.5	86.0	8.015686868686839
	26.5	86.25	8.03021212121216
	26.5	86.5	7.046026936026956
	26.5	86.75	6.550424242424223
	26.5	87.0	6.4162323232322915
	26.5	87.25	5.652545454545467
	26.5	87.5	4.327969696969685
	26.5	87.75	3.4147003367003337
	26.5	88.0	3.7852255892255675
	26.5	88.25	4.756683501683482
	26.5	88.5	5.733703703703701
	26.5	88.75	7.236427609427617
	26.5	89.0	8.595181818181828
	26.5	89.25	10.052063973064012
	26.5	89.5	11.29775757575757
	26.5	89.75	11.146289562289569
	26.5	90.0	8.997010101010098
	26.5	90.25	6.698929292929302
	26.5	90.5	5.04299326599328
	26.5	90.75	3.2367306397306312
	26.5	91.0	2.2613333333333285
	26.5	91.25	1.9036936026936058
	26.5	91.5	1.5400370370370404
	26.5	91.75	1.5400370370370404
